no_personality;None;;;;;;;;;;;;;;
no_background;None;;;;;;;;;;;;;;
mor10_1;+10 Morale;;;;;;;;;;;;;;
mor10_2;+10 Morale;;;;;;;;;;;;;;
mor10_3;+10 Morale;;;;;;;;;;;;;;
mor10_4;+10 Morale;;;;;;;;;;;;;;
mor10_5;+10 Morale;;;;;;;;;;;;;;
mor10_6;+10 Morale;;;;;;;;;;;;;;
mor10_7;+10 Morale;;;;;;;;;;;;;;
mor10_8;+10 Morale;;;;;;;;;;;;;;
mor10_9;+10 Morale;;;;;;;;;;;;;;
mor10_10;+10 Morale;;;;;;;;;;;;;;
mor10_11;+10 Morale;;;;;;;;;;;;;;
mor10_12;+10 Morale;;;;;;;;;;;;;;
mor10_13;+10 Morale;;;;;;;;;;;;;;
mor10_14;+10 Morale;;;;;;;;;;;;;;
mor10_15;+10 Morale;;;;;;;;;;;;;;
mor10_16;+10 Morale;;;;;;;;;;;;;;
mor10_17;+10 Morale;;;;;;;;;;;;;;
mor10_18;+10 Morale;;;;;;;;;;;;;;
mor10_19;+10 Morale;;;;;;;;;;;;;;
mor10_20;+10 Morale;;;;;;;;;;;;;;
mor10_21;+10 Morale;;;;;;;;;;;;;;
mor10_22;+10 Morale;;;;;;;;;;;;;;
mor10_23;+10 Morale;;;;;;;;;;;;;;
mor10_24;+10 Morale;;;;;;;;;;;;;;
mor10_25;+10 Morale;;;;;;;;;;;;;;
mor10_26;+10 Morale;;;;;;;;;;;;;;
mor10_27;+10 Morale;;;;;;;;;;;;;;
mor10_28;+10 Morale;;;;;;;;;;;;;;
mor10_29;+10 Morale;;;;;;;;;;;;;;
mor10_30;+10 Morale;;;;;;;;;;;;;;
mor20_1;+20 Morale;;;;;;;;;;;;;;
mor20_2;+20 Morale;;;;;;;;;;;;;;
mor20_3;+20 Morale;;;;;;;;;;;;;;
mor20_4;+20 Morale;;;;;;;;;;;;;;
mor20_5;+20 Morale;;;;;;;;;;;;;;
mor20_6;+20 Morale;;;;;;;;;;;;;;
mor20_7;+20 Morale;;;;;;;;;;;;;;
mor20_8;+20 Morale;;;;;;;;;;;;;;
mor20_9;+20 Morale;;;;;;;;;;;;;;
mor20_10;+20 Morale;;;;;;;;;;;;;;
mor20_11;+20 Morale;;;;;;;;;;;;;;
mor20_12;+20 Morale;;;;;;;;;;;;;;
mor20_13;+20 Morale;;;;;;;;;;;;;;
mor20_14;+20 Morale;;;;;;;;;;;;;;
mor20_15;+20 Morale;;;;;;;;;;;;;;
mor30_1;+30 Morale;;;;;;;;;;;;;;
mor30_2;+30 Morale;;;;;;;;;;;;;;
mor30_3;+30 Morale;;;;;;;;;;;;;;
mor30_4;+30 Morale;;;;;;;;;;;;;;
mor30_5;+30 Morale;;;;;;;;;;;;;;
mor30_6;+30 Morale;;;;;;;;;;;;;;
mor30_7;+30 Morale;;;;;;;;;;;;;;
mor30_8;+30 Morale;;;;;;;;;;;;;;
mor30_9;+30 Morale;;;;;;;;;;;;;;
mor40_1;+40 Morale;;;;;;;;;;;;;;
mor40_2;+40 Morale;;;;;;;;;;;;;;
mor40_3;+40 Morale;;;;;;;;;;;;;;
mor40_4;+40 Morale;;;;;;;;;;;;;;
mor40_5;+40 Morale;;;;;;;;;;;;;;
mor40_6;+40 Morale;;;;;;;;;;;;;;
spd20_1;+20 Speed;;;;;;;;;;;;;;
spd20_2;+20 Speed;;;;;;;;;;;;;;
spd20_3;+20 Speed;;;;;;;;;;;;;;
spd20_4;+20 Speed;;;;;;;;;;;;;;
spd20_5;+20 Speed;;;;;;;;;;;;;;
spd20_6;+20 Speed;;;;;;;;;;;;;;
spd20_7;+20 Speed;;;;;;;;;;;;;;
spd20_8;+20 Speed;;;;;;;;;;;;;;
spd20_9;+20 Speed;;;;;;;;;;;;;;
spd20_10;+20 Speed;;;;;;;;;;;;;;
spd20_11;+20 Speed;;;;;;;;;;;;;;
spd20_12;+20 Speed;;;;;;;;;;;;;;
spd20_13;+20 Speed;;;;;;;;;;;;;;
spd20_14;+20 Speed;;;;;;;;;;;;;;
spd20_15;+20 Speed;;;;;;;;;;;;;;
spd20_16;+20 Speed;;;;;;;;;;;;;;
spd20_17;+20 Speed;;;;;;;;;;;;;;
spd20_18;+20 Speed;;;;;;;;;;;;;;
spd20_19;+20 Speed;;;;;;;;;;;;;;
spd20_20;+20 Speed;;;;;;;;;;;;;;
spd20_21;+20 Speed;;;;;;;;;;;;;;
spd20_22;+20 Speed;;;;;;;;;;;;;;
spd20_23;+20 Speed;;;;;;;;;;;;;;
spd20_24;+20 Speed;;;;;;;;;;;;;;
spd20_25;+20 Speed;;;;;;;;;;;;;;
spd20_26;+20 Speed;;;;;;;;;;;;;;
spd20_27;+20 Speed;;;;;;;;;;;;;;
spd20_28;+20 Speed;;;;;;;;;;;;;;
spd20_29;+20 Speed;;;;;;;;;;;;;;
spd20_30;+20 Speed;;;;;;;;;;;;;;
spd20_31;+20 Speed;;;;;;;;;;;;;;
spd20_32;+20 Speed;;;;;;;;;;;;;;
spd20_33;+20 Speed;;;;;;;;;;;;;;
spd20_34;+20 Speed;;;;;;;;;;;;;;
spd20_35;+20 Speed;;;;;;;;;;;;;;
spd20_36;+20 Speed;;;;;;;;;;;;;;
spd20_37;+20 Speed;;;;;;;;;;;;;;
spd20_38;+20 Speed;;;;;;;;;;;;;;
spd20_39;+20 Speed;;;;;;;;;;;;;;
spd20_40;+20 Speed;;;;;;;;;;;;;;
spd20_41;+20 Speed;;;;;;;;;;;;;;
spd20_42;+20 Speed;;;;;;;;;;;;;;
spd20_43;+20 Speed;;;;;;;;;;;;;;
spd20_44;+20 Speed;;;;;;;;;;;;;;
spd20_45;+20 Speed;;;;;;;;;;;;;;
spd20_46;+20 Speed;;;;;;;;;;;;;;
spd20_47;+20 Speed;;;;;;;;;;;;;;
spd20_48;+20 Speed;;;;;;;;;;;;;;
spd20_49;+20 Speed;;;;;;;;;;;;;;
spd20_50;+20 Speed;;;;;;;;;;;;;;
spd20_51;+20 Speed;;;;;;;;;;;;;;
spd20_52;+20 Speed;;;;;;;;;;;;;;
spd20_53;+20 Speed;;;;;;;;;;;;;;
spd20_54;+20 Speed;;;;;;;;;;;;;;
spd20_55;+20 Speed;;;;;;;;;;;;;;
spd20_56;+20 Speed;;;;;;;;;;;;;;
spd20_57;+20 Speed;;;;;;;;;;;;;;
spd20_58;+20 Speed;;;;;;;;;;;;;;
spd20_59;+20 Speed;;;;;;;;;;;;;;
spd20_60;+20 Speed;;;;;;;;;;;;;;
exp05_1;+5 Experience;;;;;;;;;;;;;;
exp05_2;+5 Experience;;;;;;;;;;;;;;
exp05_3;+5 Experience;;;;;;;;;;;;;;
exp05_4;+5 Experience;;;;;;;;;;;;;;
exp05_5;+5 Experience;;;;;;;;;;;;;;
exp05_6;+5 Experience;;;;;;;;;;;;;;
exp05_7;+5 Experience;;;;;;;;;;;;;;
exp05_8;+5 Experience;;;;;;;;;;;;;;
exp05_9;+5 Experience;;;;;;;;;;;;;;
exp05_10;+5 Experience;;;;;;;;;;;;;;
exp05_11;+5 Experience;;;;;;;;;;;;;;
exp05_12;+5 Experience;;;;;;;;;;;;;;
exp05_13;+5 Experience;;;;;;;;;;;;;;
exp05_14;+5 Experience;;;;;;;;;;;;;;
exp05_15;+5 Experience;;;;;;;;;;;;;;
exp05_16;+5 Experience;;;;;;;;;;;;;;
exp05_17;+5 Experience;;;;;;;;;;;;;;
exp05_18;+5 Experience;;;;;;;;;;;;;;
exp05_19;+5 Experience;;;;;;;;;;;;;;
exp05_20;+5 Experience;;;;;;;;;;;;;;
exp05_21;+5 Experience;;;;;;;;;;;;;;
exp05_22;+5 Experience;;;;;;;;;;;;;;
exp05_23;+5 Experience;;;;;;;;;;;;;;
exp05_24;+5 Experience;;;;;;;;;;;;;;
exp05_25;+5 Experience;;;;;;;;;;;;;;
exp05_26;+5 Experience;;;;;;;;;;;;;;
exp05_27;+5 Experience;;;;;;;;;;;;;;
exp05_28;+5 Experience;;;;;;;;;;;;;;
exp05_29;+5 Experience;;;;;;;;;;;;;;
exp05_30;+5 Experience;;;;;;;;;;;;;;
exp10_1;+10 Experience;;;;;;;;;;;;;;
exp10_2;+10 Experience;;;;;;;;;;;;;;
exp10_3;+10 Experience;;;;;;;;;;;;;;
exp10_4;+10 Experience;;;;;;;;;;;;;;
exp10_5;+10 Experience;;;;;;;;;;;;;;
exp10_6;+10 Experience;;;;;;;;;;;;;;
exp10_7;+10 Experience;;;;;;;;;;;;;;
exp10_8;+10 Experience;;;;;;;;;;;;;;
exp10_9;+10 Experience;;;;;;;;;;;;;;
exp10_10;+10 Experience;;;;;;;;;;;;;;
exp10_11;+10 Experience;;;;;;;;;;;;;;
exp10_12;+10 Experience;;;;;;;;;;;;;;
exp10_13;+10 Experience;;;;;;;;;;;;;;
exp10_14;+10 Experience;;;;;;;;;;;;;;
exp10_15;+10 Experience;;;;;;;;;;;;;;
exp10_16;+10 Experience;;;;;;;;;;;;;;
exp10_17;+10 Experience;;;;;;;;;;;;;;
exp10_18;+10 Experience;;;;;;;;;;;;;;
exp10_19;+10 Experience;;;;;;;;;;;;;;
exp10_20;+10 Experience;;;;;;;;;;;;;;
exp10_21;+10 Experience;;;;;;;;;;;;;;
exp15_1;+15 Experience;;;;;;;;;;;;;;
exp15_2;+15 Experience;;;;;;;;;;;;;;
exp15_3;+15 Experience;;;;;;;;;;;;;;
exp15_4;+15 Experience;;;;;;;;;;;;;;
exp15_5;+15 Experience;;;;;;;;;;;;;;
exp15_6;+15 Experience;;;;;;;;;;;;;;
exp15_7;+15 Experience;;;;;;;;;;;;;;
exp15_8;+15 Experience;;;;;;;;;;;;;;
exp15_9;+15 Experience;;;;;;;;;;;;;;
org05_1;+5 Org;;;;;;;;;;;;;;
org05_2;+5 Org;;;;;;;;;;;;;;
org05_3;+5 Org;;;;;;;;;;;;;;
org05_4;+5 Org;;;;;;;;;;;;;;
org05_5;+5 Org;;;;;;;;;;;;;;
org05_6;+5 Org;;;;;;;;;;;;;;
org05_7;+5 Org;;;;;;;;;;;;;;
org05_8;+5 Org;;;;;;;;;;;;;;
org05_9;+5 Org;;;;;;;;;;;;;;
org05_10;+5 Org;;;;;;;;;;;;;;
org05_11;+5 Org;;;;;;;;;;;;;;
org05_12;+5 Org;;;;;;;;;;;;;;
org05_13;+5 Org;;;;;;;;;;;;;;
org05_14;+5 Org;;;;;;;;;;;;;;
org05_15;+5 Org;;;;;;;;;;;;;;
org05_16;+5 Org;;;;;;;;;;;;;;
org05_17;+5 Org;;;;;;;;;;;;;;
org05_18;+5 Org;;;;;;;;;;;;;;
org05_19;+5 Org;;;;;;;;;;;;;;
org05_20;+5 Org;;;;;;;;;;;;;;
org05_21;+5 Org;;;;;;;;;;;;;;
org05_22;+5 Org;;;;;;;;;;;;;;
org05_23;+5 Org;;;;;;;;;;;;;;
org05_24;+5 Org;;;;;;;;;;;;;;
org05_25;+5 Org;;;;;;;;;;;;;;
org05_26;+5 Org;;;;;;;;;;;;;;
org05_27;+5 Org;;;;;;;;;;;;;;
org05_28;+5 Org;;;;;;;;;;;;;;
org05_29;+5 Org;;;;;;;;;;;;;;
org05_30;+5 Org;;;;;;;;;;;;;;
org10_1;+10 Org;;;;;;;;;;;;;;
org10_2;+10 Org;;;;;;;;;;;;;;
org10_3;+10 Org;;;;;;;;;;;;;;
org10_4;+10 Org;;;;;;;;;;;;;;
org10_5;+10 Org;;;;;;;;;;;;;;
org10_6;+10 Org;;;;;;;;;;;;;;
org10_7;+10 Org;;;;;;;;;;;;;;
org10_8;+10 Org;;;;;;;;;;;;;;
org10_9;+10 Org;;;;;;;;;;;;;;
org10_10;+10 Org;;;;;;;;;;;;;;
org10_11;+10 Org;;;;;;;;;;;;;;
org10_12;+10 Org;;;;;;;;;;;;;;
org10_13;+10 Org;;;;;;;;;;;;;;
org10_14;+10 Org;;;;;;;;;;;;;;
org10_15;+10 Org;;;;;;;;;;;;;;
org10_16;+10 Org;;;;;;;;;;;;;;
org10_17;+10 Org;;;;;;;;;;;;;;
org10_18;+10 Org;;;;;;;;;;;;;;
org10_19;+10 Org;;;;;;;;;;;;;;
org10_20;+10 Org;;;;;;;;;;;;;;
org10_21;+10 Org;;;;;;;;;;;;;;
org15_1;+15 Org;;;;;;;;;;;;;;
org15_2;+15 Org;;;;;;;;;;;;;;
org15_3;+15 Org;;;;;;;;;;;;;;
org15_4;+15 Org;;;;;;;;;;;;;;
org15_5;+15 Org;;;;;;;;;;;;;;
org15_6;+15 Org;;;;;;;;;;;;;;
org15_7;+15 Org;;;;;;;;;;;;;;
org15_8;+15 Org;;;;;;;;;;;;;;
org15_9;+15 Org;;;;;;;;;;;;;;
rec05_1;+5 Recon;;;;;;;;;;;;;;
rec05_2;+5 Recon;;;;;;;;;;;;;;
rec05_3;+5 Recon;;;;;;;;;;;;;;
rec05_4;+5 Recon;;;;;;;;;;;;;;
rec05_5;+5 Recon;;;;;;;;;;;;;;
